,_id,abstract,blog,byline,document_type,headline,keywords,multimedia,new_desk,print_page,pub_date,score,section_name,slideshow_credits,snippet,source,type_of_material,uri,web_url,word_count
7,545ad16f38f0d842c59d1b2f,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-12-23T00:00:00Z,1.0,,,"An obituary on Dec. 15 about the actor Val Avery misidentified the character he played in the movie &#8220;The Pope of Greenwich Village.&#8221; He was a Mafia henchman, not a Mafia godfather.",The New York Times,Correction,,https://www.nytimes.com/2009/12/23/obituaries/23corrections-10.html,32.0
8,545aaf0738f0d842c59d181d,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-12-19T00:00:00Z,1.0,,,"An obituary on Friday about the actress Jennifer Jones misstated the surname of the director of &#8220;Cluny Brown,&#8221; one of the films in which she starred. He was Ernst Lubitsch, not Lubisch.",The New York Times,Correction,,https://www.nytimes.com/2009/12/19/obituaries/19corrections-04.html,32.0
9,545aaef138f0d842c59d1819,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-12-19T00:00:00Z,1.0,,,"An obituary on Dec. 11 about Thomas Hoving, the former director of the Metropolitan Museum of Art, whose ancestor Samuel Osgood served as postmaster general of the United States, referred imprecisely to the history of that position. While Osgood w...",The New York Times,Correction,,https://www.nytimes.com/2009/12/19/obituaries/19corrections-03.html,101.0
0,54592e7a38f0d82ce42682dd,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-12-04T00:00:00Z,1.0,,,"An obituary on Thursday about Jan Mitchell, a restaurateur and art collector, misstated the year that his book “Lüchow’s German Cookbook” was published. It was 1952, not 1962.",The New York Times,Correction,,https://www.nytimes.com/2009/12/04/obituaries/04corrections-10.html,28.0
1,5459112638f0d82ce4268044,,{},{'original': 'By RICHARD GOLDSTEIN'},article,"{'main': 'Tommy Henrich, Yankees Clutch Hitter, Dies at 96', 'print_headline': 'Tommy Henrich, Clutch Hitter for the Yankees, Dies at 96'}","[{'isMajor': None, 'rank': 1, 'name': 'subject', 'value': 'Baseball'}, {'isMajor': None, 'rank': 2, 'name': 'organizations', 'value': 'New York Yankees'}, {'isMajor': None, 'rank': 3, 'name': 'subject', 'value': 'Deaths (Obituaries)'}, {'isMajor': None, 'rank': 4, 'name': 'subject', 'value': 'World Series'}]","[{'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/12/01/obituaries/02heinrich_inline/thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': '75', 'thumbnail': 'images/2009/12/01/obituaries/02heinrich_inline/thumbStandard.jpg', 'thumbnailwidth': '75'}}]",Obits,,2009-12-02T00:00:00Z,1.0,,,Mr. Henrich was a right fielder known as Old Reliable who helped propel the Yankees to seven World Series championships.,The New York Times,Obituary,,https://www.nytimes.com/2009/12/02/obituaries/02henrich.html,1018.0
2,5458af2138f0d8086c45ea55,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-20T00:00:00Z,1.0,,,"An obituary on Wednesday about Pierre Harmel, a Belgian diplomat who formulated a new strategy for NATO in the 1960s, misattributed a quotation from a NATO statement about Mr. Harmel’s career. It was Anders Fogh Rasmussen, the secretary general of...",The New York Times,Correction,,https://www.nytimes.com/2009/11/20/obituaries/20corrections-08.html,60.0
3,545896e438f0d8086c45e833,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-18T00:00:00Z,1.0,,,"An obituary on Monday about John J. O’Connor, a former television critic for The New York Times, referred incorrectly to his work for the Arts & Leisure section. Although he wrote essays for it under his own name, he did not also do so under the p...",The New York Times,Correction,,https://www.nytimes.com/2009/11/18/obituaries/18correx-06.html,62.0
4,54586b9538f0d8086c45e488,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-13T00:00:00Z,1.0,,,"A picture caption on Thursday with an obituary about Gene D. Cohen, a pioneer in the field of geriatric psychiatry, gave the incorrect year in some editions that Dr. Cohen was shown with a patient. It was 1990, not 1960.",The New York Times,Correction,,https://www.nytimes.com/2009/11/13/obituaries/13corrections-08.html,40.0
5,54586b7038f0d8086c45e485,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-13T00:00:00Z,1.0,,,"An obituary on Thursday about John J. O’Connor III, the husband of the retired Supreme Court justice Sandra Day O’Connor, misstated the title that William H. Rehnquist held on the court. He was chief justice of the United States, not chief justice...",The New York Times,Correction,,https://www.nytimes.com/2009/11/13/obituaries/13corrections-07.html,77.0
6,54586ba038f0d8086c45e489,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-13T00:00:00Z,1.0,,,"An obituary on Monday about the corporate raider Samuel Heyman included several errors. Mr. Heyman took over his father’s real estate development business when his father died, not because his father needed him to take it over. The Partnership for...",The New York Times,Correction,,https://www.nytimes.com/2009/11/13/obituaries/13corrections-06.html,81.0
7,5458284138f0d8086c45defa,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-06T00:00:00Z,1.0,,,"An obituary on Thursday about Michael Ronis, who helped conceive the Manhattan restaurant Carmine’s, misstated the profession of Drew Nieporent, who said Mr. Ronis “made a big impact on our industry.” While he is indeed a restaurateur, he is not a...",The New York Times,Correction,,https://www.nytimes.com/2009/11/06/obituaries/06corrections-10.html,42.0
8,54581a4c38f0d8086c45ddc7,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-11-05T00:00:00Z,1.0,,,"An obituary on Saturday about the theater impresario John Kenley gave the wrong year for a production of “Picnic” in which Mr. Kenley cast the football star Joe Namath. It was 1979, after Mr. Namath had retired from football — not 1971, when he wa...",The New York Times,Correction,,https://www.nytimes.com/2009/11/05/obituaries/05corrections-08.html,59.0
9,5457ef1b38f0d8086c45d9ef,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,3,2009-11-01T00:00:00Z,1.0,,,"An obituary last Sunday about the sculptor Ruth Duckworth omitted part of the name of one of the colleges for which she completed monumental bronze sculptures in the last decade. It is Lewis &#38; Clark Community College in Godfrey, Ill. &#151; no...",The New York Times,Correction,,https://www.nytimes.com/2009/11/01/obituaries/01corrections-05.html,56.0
0,5457d0a138f0d8086c45d759,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-29T00:00:00Z,1.0,,,"An obituary on Monday and in some copies on Sunday about Lou Jacobi, a theater and film actor, misstated the year in which he appeared in a Connecticut production of the Clifford Odets play “Rocket to the Moon.” It was 1983, not 1988.",The New York Times,Correction,,https://www.nytimes.com/2009/10/29/obituaries/29corrections-09.html,43.0
1,5457c53838f0d8086c45d63e,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-28T00:00:00Z,1.0,,,"An obituary on Oct. 20 about Howard Unruh, who killed 13 of his neighbors in Camden, N.J., in 1949, misstated the given name of the spokesman for the prosecutor’s office in Camden County, who said Mr. Unruh had been in state custody since his arre...",The New York Times,Correction,,https://www.nytimes.com/2009/10/28/obituaries/28corrections-09.html,51.0
2,5457c50838f0d8086c45d63a,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-28T00:00:00Z,1.0,,,"An obituary on Oct. 12 about Raymond A. Brown, a civil rights lawyer with many controversial clients, referred incompletely to the outcome of legal action against The New York Times and one of its reporters, M. A. Farber, that was initiated after ...",The New York Times,Correction,,https://www.nytimes.com/2009/10/28/obituaries/28corrections-08.html,102.0
3,5457c52538f0d8086c45d63c,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-28T00:00:00Z,1.0,,,"An obituary and a headline on Sept. 9 about Sylvia Schur, a food editor and pioneering food consultant, referred incorrectly to Mrs. Schur’s work on the diet drink Metrecal. Although Mrs. Schur’s company did some consulting work on Metrecal, the p...",The New York Times,Correction,,https://www.nytimes.com/2009/10/28/obituaries/28corrections-07.html,76.0
4,5457b00438f0d86ef22a200e,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-26T00:00:00Z,1.0,,,"An obituary last Sunday about Steve Ferguson, a founder of the rock ’n’ roll band NRBQ, misstated his birth date. It was Nov. 21, 1948 — not Nov. 22.",The New York Times,Correction,,https://www.nytimes.com/2009/10/26/obituaries/26corrections-04.html,29.0
5,545798fd38f0d86ef22a1e0a,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-23T00:00:00Z,1.0,,,"An obituary on Wednesday about Jack Nelson, who was a prize-winning reporter and Washington bureau chief for The Los Angeles Times, misstated the number of years he worked in newspapers, beginning at The Biloxi Daily Herald (now The Biloxi Sun Her...",The New York Times,Correction,,https://www.nytimes.com/2009/10/23/obituaries/23corrections-06.html,48.0
6,5457222c38f0d86ef22a13b4,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-10T00:00:00Z,1.0,,,"Because of an editing error, an obituary on Wednesday about Dr. John J. Wild, who collaborated on some of the first ultrasound equipment used for cancer diagnosis, misidentified the university he left in 1953 to do research. It was the University ...",The New York Times,Correction,,https://www.nytimes.com/2009/10/10/obituaries/10corrections-06.html,52.0
7,5456ff1a38f0d86ef22a10b3,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-07T00:00:00Z,1.0,,,"Because of an editing error, an obituary on Friday about Mahlon Hoagland, whose research helped explain how DNA is translated into the proteins that carry out its coded message, misstated his date of death. It was Sept. 18, not “last Friday” (Sept...",The New York Times,Correction,,https://www.nytimes.com/2009/10/07/obituaries/07correx-09.html,81.0
8,5456f4a838f0d86ef22a0fad,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-06T00:00:00Z,1.0,,,"An obituary on Monday about Shoichi Nakagawa, the former Japanese finance minister who resigned after his erratic behavior at an international meeting in February, misspelled the given name of his wife. It is Yuko, not Ikuko.",The New York Times,Correction,,https://www.nytimes.com/2009/10/06/obituaries/06correx-10.html,36.0
9,5456c58638f0d86ef22a0ba3,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-10-01T00:00:00Z,1.0,,,"An obituary on Sept. 18 about Willy Ronis, a noted photographer of Paris scenes, misidentified the site from which he took a picture of a pair of lovers. It was the July Column, the tower commemorating the July Revolution of 1830 that overlooks th...",The New York Times,Correction,,https://www.nytimes.com/2009/10/01/obituaries/01corrections-06.html,98.0
0,5456baaa38f0d86ef22a0aaa,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-30T00:00:00Z,1.0,,,"An obituary on Monday about Edward Gelsthorpe, an innovative marketer of consumer products, misspelled part of the name of the company at which he introduced Ban roll-on deodorant. It is Bristol-Myers, not Meyers.",The New York Times,Correction,,https://www.nytimes.com/2009/09/30/obituaries/30corrections-09.html,33.0
1,504a8b301c22dfde670c39e0,,{},,multimedia,{'main': 'The Career of William Safire'},"[{'isMajor': None, 'rank': 1, 'name': 'organizations', 'value': 'New York Times'}, {'isMajor': None, 'rank': 2, 'name': 'persons', 'value': 'Safire, William'}]","[{'type': 'image', 'subtype': 'wide', 'url': 'images/2009/09/27/obituaries/0927-SAFIRE-B.JPG', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2009/09/27/obituaries/0927-SAFIRE-B.JPG', 'wideheight': '126', 'widewidth': '190'}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/09/27/obituaries/0927-SAFIRE-S.JPG', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': '75', 'thumbnail': 'images/2009/09/27/obituaries/0927-SAFIRE-S.JPG', 'thumbnailwidth': '75'}}]",Obituaries,,2009-09-27T17:25:01Z,1.0,,,Mr. Safire was a speechwriter for President Richard M. Nixon and a Pulitzer Prize-winning columnist for The Times.,The New York Times,Slideshow,,https://www.nytimes.com/slideshow/2009/09/27/obituaries/0927-SAFIRE_index.html,18.0
2,54569c5b38f0d86ef22a07fb,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-26T00:00:00Z,1.0,,,"An obituary on Friday about Wilma Cozart Fine, a classical record producer, omitted one of her surviving sons. He is Christopher, of Ridgewood, N.J.",The New York Times,Correction,,https://www.nytimes.com/2009/09/26/obituaries/26corrections-07.html,24.0
3,54566d2538f0d86ef22a041c,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-22T00:00:00Z,1.0,,,"An obituary on Friday about the shopping-mall developer Melvin Simon misstated the location of the Mall of America, which he helped develop. It is in Bloomington, Minn., not Minneapolis.",The New York Times,Correction,,https://www.nytimes.com/2009/09/22/obituaries/22correx-11.html,29.0
4,54566d0438f0d86ef22a0418,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-22T00:00:00Z,1.0,,,"An obituary on Thursday about Myles Brand, president of the National Collegiate Athletic Association, misstated his middle name. It was Neil, not David.",The New York Times,Correction,,https://www.nytimes.com/2009/09/22/obituaries/22correx-10.html,23.0
5,545633d838f0d84a08fb3276,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-16T00:00:00Z,1.0,,,"An obituary on Sept. 6 about the nuclear physicist Louis Rosen misstated the given name of the young colleague at Los Alamos, N.M., who confirmed to Edward Teller that the first man-made thermonuclear reaction had occurred in 1951. He was Norris B...",The New York Times,Correction,,https://www.nytimes.com/2009/09/16/obituaries/16corrections-10.html,44.0
6,545633a338f0d84a08fb3271,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-16T00:00:00Z,1.0,,,"An obituary on Sunday about Lou Bender, a Columbia basketball star who helped popularize the game in New York City, misidentified the championships he led Columbia to in 1930 and 1931. They were Eastern Intercollegiate Basketball League championsh...",The New York Times,Correction,,https://www.nytimes.com/2009/09/16/obituaries/16corrections-09.html,67.0
7,5456290038f0d84a08fb3199,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-15T00:00:00Z,1.0,,,"An obituary on Aug. 29 about James Lord, a biographer and memoirist of the arts world of Paris after World War II, misstated the surname of his companion and adopted son. He is Gilles Roy-Lord, not Foy-Lord.",The New York Times,Correction,,https://www.nytimes.com/2009/09/15/obituaries/15correx-09.html,37.0
8,5456294d38f0d84a08fb31a0,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-15T00:00:00Z,1.0,,,"An obituary on Sunday about Norman J. Seaman, a concert impresario, misstated his date of birth in 1923. It was March 21, not March 3.",The New York Times,Correction,,https://www.nytimes.com/2009/09/15/obituaries/15correx-08.html,25.0
9,5455bc4338f0d84a08fb2848,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-03T00:00:00Z,1.0,,,"An obituary on Friday about the songwriter Ellie Greenwich, who collaborated on &#8220;Leader of the Pack&#8221; and other hits of the 1960s, misstated the name of the college from which she graduated in 1962. At the time, it was Hofstra College, ...",The New York Times,Correction,,https://www.nytimes.com/2009/09/03/obituaries/03correx-07.html,50.0
0,5455bc8f38f0d84a08fb284f,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-03T00:00:00Z,1.0,,,"An obituary on Aug. 7 about Donald Marshall Jr., whose wrongful conviction for the 1971 murder of a friend and exoneration 11 years later led to a re-examination of Nova Scotia&#8217;s legal system and changes in Canadian rules of evidence, missta...",The New York Times,Correction,,https://www.nytimes.com/2009/09/03/obituaries/03correx-06.html,165.0
1,5455b21c38f0d84a08fb276a,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-09-02T00:00:00Z,1.0,,,"An obituary on Monday about Sheila Lukins, a co-author of &#8220;The Silver Palate Cookbook,&#8221; which helped introduce many Americans to simple, highly flavored cooking, referred incorrectly to the book&#8217;s recipe for ratatouille, which a ...",The New York Times,Correction,,https://www.nytimes.com/2009/09/02/obituaries/02correx-08.html,65.0
2,54555de138f0d84a08fb2019,,{},,article,"{'main': 'Correction', 'print_headline': 'Corrections'}",[],[],Obits,3,2009-08-23T00:00:00Z,1.0,,,"Because of an editing error, an obituary last Sunday about Riccardo Cassin, a legendary mountain climber, misstated the name of a mountain conquered for the first time via its south wall by Mr. Cassin’s five-man team. It is Mount McKinley, not Den...",The New York Times,Correction,,https://www.nytimes.com/2009/08/23/obituaries/23correction-05.html,63.0
3,545542a138f0d84a08fb1dc9,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-20T00:00:00Z,1.0,,,"An obituary on Monday about the musicologist David Drew misspelled the surname of a composer for whom he made a case in several articles. He was Olivier Messiaen, not Messaien.",The New York Times,Correction,,https://www.nytimes.com/2009/08/20/obituaries/20correx-10.html,30.0
4,504a8a3b1c22dfde670c3138,,{},,multimedia,"{'main': 'Don Hewitt, 1922-2009'}","[{'isMajor': None, 'rank': 1, 'name': 'subject', 'value': 'Television'}, {'isMajor': None, 'rank': 2, 'name': 'persons', 'value': 'Hewitt, Don'}, {'isMajor': None, 'rank': 3, 'name': 'subject', 'value': 'Deaths (Obituaries)'}]","[{'type': 'image', 'subtype': 'wide', 'url': 'images/2009/08/19/obituaries/0819-HEWITT-B.JPG', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2009/08/19/obituaries/0819-HEWITT-B.JPG', 'wideheight': '126', 'widewidth': '190'}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/08/19/obituaries/0819-HEWITT-S.JPG', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': '75', 'thumbnail': 'images/2009/08/19/obituaries/0819-HEWITT-S.JPG', 'thumbnailwidth': '75'}}]",Obituaries,,2009-08-19T13:35:02Z,1.0,,,"Don Hewitt changed the course of broadcast news by creating the television magazine program, “60 Minutes,” for CBS.",The New York Times,Slideshow,,https://www.nytimes.com/slideshow/2009/08/19/obituaries/0819-HEWITT_index.html,18.0
5,504a8a3b1c22dfde670c3130,,{},,multimedia,"{'main': 'Robert D. Novak, 1931-2009'}","[{'isMajor': None, 'rank': 1, 'name': 'persons', 'value': 'Novak, Robert'}, {'isMajor': None, 'rank': 2, 'name': 'subject', 'value': 'Deaths (Obituaries)'}]","[{'type': 'image', 'subtype': 'wide', 'url': 'images/2009/08/18/obituaries/0818-NOVAK-B.JPG', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2009/08/18/obituaries/0818-NOVAK-B.JPG', 'wideheight': '126', 'widewidth': '190'}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/08/18/obituaries/0818-NOVAK-S.JPG', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': '75', 'thumbnail': 'images/2009/08/18/obituaries/0818-NOVAK-S.JPG', 'thumbnailwidth': '75'}}]",Obituaries,,2009-08-18T13:55:01Z,1.0,,,Mr. Novak was a pugnacious political columnist and cable TV fixture whose scoops reached across five decades.,The New York Times,Slideshow,,https://www.nytimes.com/slideshow/2009/08/18/obituaries/0818-NOVAK_index.html,17.0
6,54550cf938f0d84a08fb191d,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-14T00:00:00Z,1.0,,,"An obituary on Wednesday about Mark R. Rosenzweig, a research psychologist and brain researcher, misstated the year he received the American Psychological Association&#8217;s Distinguished Scientific Contribution Award. It was 1982, not 1998.",The New York Times,Correction,,https://www.nytimes.com/2009/08/14/obituaries/14corrections-05.html,32.0
7,54550d0f38f0d84a08fb191f,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-14T00:00:00Z,1.0,,,"An obituary on Aug. 5 about the Modernist architect Charles Gwathmey was erroneously corrected in this space on Tuesday. As the obituary correctly noted, Mr. Gwathmey began college at the University of Pennsylvania and then transferred as an under...",The New York Times,Correction,,https://www.nytimes.com/2009/08/14/obituaries/14corrections-04.html,106.0
8,504a74c11c22dfde670baf5d,,{},{'original': 'Matthew Orr'},multimedia,{'main': 'Last Word: Les Paul'},"[{'isMajor': None, 'rank': 1, 'name': 'persons', 'value': 'Paul, Les'}, {'isMajor': None, 'rank': 2, 'name': 'subject', 'value': 'Jazz'}, {'isMajor': None, 'rank': 3, 'name': 'subject', 'value': 'Rock Music'}, {'isMajor': None, 'rank': 4, 'name': 'subject', 'value': 'Guitars'}]","[{'type': 'image', 'subtype': 'wide', 'url': 'images/2009/08/13/obituaries/3622_1_lwlespaul_190x126.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2009/08/13/obituaries/3622_1_lwlespaul_190x126.jpg', 'wideheight': '126', 'widewidth': '190'}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/08/13/obituaries/3622_1_lwlespaul_75x75.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': '75', 'thumbnail': 'images/2009/08/13/obituaries/3622_1_lwlespaul_75x75.jpg', 'thumbnailwidth': '75'}}]",Obituaries,,2009-08-13T14:12:23Z,1.0,,,Les Paul was a virtuoso guitarist and inventor whose solid-body electric guitar changed the course of 20th-century music.,The New York Times,Video,,https://www.nytimes.com/video/obituaries/1247463983106/last-word-les-paul.html,18.0
9,504a74c11c22dfde670baf15,,{},{'original': 'Matthew Orr'},multimedia,{'main': 'Last Word: Les Paul'},"[{'isMajor': None, 'rank': 1, 'name': 'persons', 'value': 'Paul, Les'}]","[{'type': 'image', 'subtype': 'wide', 'url': 'images/2009/08/13/obituaries/5322_1_lwpaulwell_190x126.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2009/08/13/obituaries/5322_1_lwpaulwell_190x126.jpg', 'wideheight': '126', 'widewidth': '190'}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/08/13/obituaries/5322_1_lwpaulwell_75x75.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': '75', 'thumbnail': 'images/2009/08/13/obituaries/5322_1_lwpaulwell_75x75.jpg', 'thumbnailwidth': '75'}}]",Obituaries,,2009-08-13T13:59:02Z,1.0,,,"An excerpt from a video interview with Les Paul, the virtuoso guitarist and inventor.",The New York Times,Video,,https://www.nytimes.com/video/obituaries/1247463982127/last-word-les-paul.html,14.0
0,5455016f38f0d839202ead85,,{},,article,{'main': 'Correction'},[],[],Obits,,2009-08-13T12:25:00Z,1.0,,,,The New York Times,Correction,,https://www.nytimes.com/2009/08/13/obituaries/13obitrecxn.html,32.0
1,5454ed8b38f0d839202eabc4,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-11T00:00:00Z,1.0,,,"Because of an editing error, an obituary on Friday about the filmmaker John Hughes misstated his birthplace. It was Lansing, Mich., not the Detroit suburbs.",The New York Times,Correction,,https://www.nytimes.com/2009/08/11/obituaries/11correx-07.html,25.0
2,5454ed4f38f0d839202eabbf,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-11T00:00:00Z,1.0,,,"An obituary on Thursday about the screenwriter Budd Schulberg omitted a survivor, his sister, Sonia O’Sullivan. The obituary also misstated part of his given name. It was Seymour Wilson Schulberg; Budd was derived from a family nickname.",The New York Times,Correction,,https://www.nytimes.com/2009/08/11/obituaries/11correx-06.html,51.0
3,5454ed5a38f0d839202eabc0,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-11T00:00:00Z,1.0,,,,The New York Times,Correction,,https://www.nytimes.com/2009/08/11/obituaries/11correx-05.html,37.0
4,5454cece38f0d839202ea933,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-07T00:00:00Z,1.0,,,"A picture on Thursday with an obituary about Nikolaos Makarezos, one of the three ringleaders of the military coup that overthrew the democratic government of Greece in 1967, was published in error. The photograph showed Stylianos Pattakos, the la...",The New York Times,Correction,,https://www.nytimes.com/2009/08/07/obituaries/07corrections-08.html,47.0
5,59381bc495d0e024b58752d2,,{},{'original': 'Brent McDonald'},multimedia,{'main': 'Last Word: Budd Schulberg'},"[{'isMajor': 'N', 'rank': 1, 'name': 'persons', 'value': 'Schulberg, Budd'}, {'isMajor': 'N', 'rank': 2, 'name': 'subject', 'value': 'Hollywood'}, {'isMajor': 'N', 'rank': 3, 'name': 'persons', 'value': 'Fitzgerald, F Scott'}, {'isMajor': 'N', 'rank': 4, 'name': 'persons', 'value': 'McCarthy, Joseph R'}, {'isMajor': 'N', 'rank': 5, 'name': 'persons', 'value': 'Brando, Marlon'}, {'isMajor': 'N', 'rank': 6, 'name': 'glocations', 'value': 'New York City'}, {'isMajor': 'N', 'rank': 7, 'name': 'subject', 'value': 'Books and Literature'}, {'isMajor': 'N', 'rank': 8, 'name': 'subject', 'value': 'Great Depression'}, {'isMajor': 'N', 'rank': 9, 'name': 'organizations', 'value': 'Dartmouth College'}, {'isMajor': 'N', 'rank': 10, 'name': 'subject', 'value': 'Boxing'}, {'isMajor': 'N', 'rank': 11, 'name': 'subject', 'value': 'Politics and Government'}, {'isMajor': 'N', 'rank': 12, 'name': 'organizations', 'value': 'Museum of the Moving Image'}]","[{'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2009/08/05/obituaries/3016_1_lwschulbrg_75x75.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2009/08/05/obituaries/3016_1_lwschulbrg_75x75.jpg', 'thumbnailwidth': 75}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2009/08/05/obituaries/3016_1_lwschulbrg_190x126.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2009/08/05/obituaries/3016_1_lwschulbrg_190x126.jpg', 'widewidth': 190, 'wideheight': 126}}]",,0,2009-08-06T00:05:45+0000,1.0,,,"In a Last Word video, Mr. Schulberg reflects on his brief writing partnership with F. Scott Fitzgerald, his disenchantment with the Communist Party and his screenplay for “On the Waterfront.”",The New York Times,Video,,https://www.nytimes.com/video/obituaries/1194834031638/last-word-budd-schulberg.html,30.0
6,5454c1a938f0d839202ea81b,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-06T00:00:00Z,1.0,,,"An obituary on July 18 about Walter Cronkite, using information from his autobiography, “A Reporter’s Life,” misstated the origin of the term “anchor.” While Mr. Cronkite was referred to as the anchor of CBS news coverage of the 1952 presidential ...",The New York Times,Correction,,https://www.nytimes.com/2009/08/06/obituaries/06corrections-08.html,109.0
7,54549d9238f0d839202ea516,,{},,article,"{'main': 'Corrections', 'print_headline': 'Corrections'}",[],[],Obits,2,2009-08-01T00:00:00Z,1.0,,,"An obituary last Saturday about Alan G. Davenport, an expert on wind stresses on buildings, referred imprecisely to the winds that his family dealt with by using sandbags to protect the roof of his childhood home in Madras, India, now called Chenn...",The New York Times,Correction,,https://www.nytimes.com/2009/08/01/obituaries/01corrections-04.html,65.0
