,_id,blog,byline,document_type,headline,keywords,multimedia,new_desk,print_page,pub_date,score,section_name,snippet,source,type_of_material,uri,web_url,word_count
1,59f8864d95d0e0246f213235,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': '49ers Acquire QB Garoppolo From Patriots for 2nd-Round Pick', 'print_headline': '49ers Acquire QB Garoppolo From Patriots for 2nd-Round Pick'}",[],[],None,,2017-10-31T14:18:47+0000,1.0,Pro Football,The San Francisco 49ers acquired their quarterback of the future on Tuesday by trading for New England backup Jimmy Garoppolo.,AP,News,nyt://article/80d34eff-fa4e-51e8-a256-34711deb0d12,https://www.nytimes.com/aponline/2017/10/31/sports/football/ap-fbn-patriots-49ers-trade.html,784
2,59f8782c95d0e0246f213212,{},{'original': 'By REUTERS'},article,"{'main': 'England Must End 31-Year Brisbane Wait, Says Anderson', 'print_headline': 'England Must End 31-Year Brisbane Wait, Says Anderson'}",[],[],None,,2017-10-31T13:18:28+0000,1.0,Cricket,England fast bowler James Anderson believes his team must end their 31-year winless streak in Brisbane next month against Australia to set a marker for the rest of the Ashes series.,Reuters,News,nyt://article/482282cb-3399-5d85-aca3-5e3d5088fbbe,https://www.nytimes.com/reuters/2017/10/31/sports/cricket/31reuters-cricket-england-anderson.html,300
3,59f8734095d0e0246f213203,{},{'original': 'By REUTERS'},article,"{'main': 'Sevilla Struggling to Adapt to Life After Monchi and Sampaoli', 'print_headline': 'Sevilla Struggling to Adapt to Life After Monchi and Sampaoli'}",[],[],None,,2017-10-31T12:57:31+0000,1.0,Soccer,A year ago Sevilla were regarded as one of the most exciting teams in Europe and a model club but the Andalusian side have struggled to overcome the departures of coach Jorge Sampaoli and sporting director Monchi.,Reuters,News,nyt://article/789dbcdc-2cd3-5457-acd7-c8e3c7ea7032,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-champions-sev.html,431
4,59f871ee95d0e0246f2131fe,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Vandeweghe Opens WTA Elite Trophy With Win Over Peng', 'print_headline': 'Vandeweghe Opens WTA Elite Trophy With Win Over Peng'}",[],[],None,,2017-10-31T12:51:51+0000,1.0,Tennis,"Second-seeded CoCo Vandeweghe opened the WTA Elite Trophy with a 3-6, 6-3, 6-2 win over Chinese wild-card entry Peng Shuai on Tuesday.",AP,News,nyt://article/3b3b77be-6c3e-5d9b-8097-4e31e3d2c962,https://www.nytimes.com/aponline/2017/10/31/sports/tennis/ap-ten-wta-elite-trophy.html,171
5,59f871dd95d0e0246f2131fa,{},{'original': 'By REUTERS'},article,"{'main': 'Uruguayan Players to Return to Action After Strike', 'print_headline': 'Uruguayan Players to Return to Action After Strike'}",[],[],None,,2017-10-31T12:51:30+0000,1.0,Soccer,"Uruguayan footballers will return to action next weekend after almost two weeks on strike over image rights payments, but the hundreds of players involved in the dispute warned they will keep fighting to establish a clearer distribution of monies.",Reuters,News,nyt://article/99cc7a0a-b4d5-59c1-b150-7c5ae49eb944,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-uruguay-strike.html,149
6,59f8712c95d0e0246f2131f7,{},{'original': 'By REUTERS'},article,"{'main': 'South Africa Delights in Prospect of Hosting 2023 World Cup', 'print_headline': 'South Africa Delights in Prospect of Hosting 2023 World Cup'}",[],[],None,,2017-10-31T12:48:33+0000,1.0,Rugby,"The recommendation of the Rugby World Cup Board that South Africa hosts the tournament again in 2023 is a victory for &#8220;nation-building and social cohesion,&#8221; the country&#8217;s sports minister Thulas Nxesi said on Tuesday.",Reuters,News,nyt://article/8932d57a-8008-5234-b195-fe9e3d7bc75d,https://www.nytimes.com/reuters/2017/10/31/sports/rugby/31reuters-rugby-union-2023-zaf.html,471
7,59f861aa95d0e0246f2131d4,{},{'original': 'By REUTERS'},article,"{'main': 'Joshua Says Promoter Hearn Speaking to Fury About Fight', 'print_headline': 'Joshua Says Promoter Hearn Speaking to Fury About Fight'}",[],[],None,,2017-10-31T11:42:28+0000,1.0,,"Britain's Anthony Joshua believes a fight with former world champion Tyson Fury is a possibility, saying promoter Eddie Hearn has begun discussions about it.",Reuters,News,nyt://article/b7e4feb8-3512-5fc0-aaa4-080dc09f9596,https://www.nytimes.com/reuters/2017/10/31/sports/31reuters-boxing-heavyweight-joshua.html,271
8,59f85c0e95d0e0246f2131c5,{},{'original': 'By REUTERS'},article,"{'main': 'Pyeongchang Receives Olympic Flame for 2018 Winter Games', 'print_headline': 'Pyeongchang Receives Olympic Flame for 2018 Winter Games'}",[],[],None,,2017-10-31T11:18:28+0000,1.0,Olympics,The flame that will burn during the 2018 Pyeongchang Winter Olympics was handed over to organisers in Athens on Tuesday in the marble stadium that hosted the first modern Games in 1896.,Reuters,News,nyt://article/dce32cc6-a939-5b07-9311-ae0120d132ea,https://www.nytimes.com/reuters/2017/10/31/sports/olympics/31reuters-olympics-2018-flame-handover.html,262
9,59f85b5e95d0e0246f2131c2,{},{'original': 'By REUTERS'},article,"{'main': 'South Africa Recommended as Host for 2023 Rugby World Cup', 'print_headline': 'South Africa Recommended as Host for 2023 Rugby World Cup'}",[],[],None,,2017-10-31T11:15:34+0000,1.0,Rugby,The 2023 Rugby World Cup is set to be held in South Africa after the Board of the sport's governing body recommended their bid ahead of Ireland and France on Tuesday but both losing nations vowed to fight on.,Reuters,News,nyt://article/981f52e0-0cb5-504b-9179-7193bb9d8408,https://www.nytimes.com/reuters/2017/10/31/sports/rugby/31reuters-rugby-union-2023.html,638
0,59f8567795d0e0246f2131b5,{},{'original': 'By REUTERS'},article,"{'main': 'Bournemouth Captain Francis Targets Big November', 'print_headline': 'Bournemouth Captain Francis Targets Big November'}",[],[],None,,2017-10-31T10:54:28+0000,1.0,Soccer,"Bournemouth must aim for maximum Premier League points in November to turn their fortunes after a disappointing start to the campaign, captain Simon Francis said.",Reuters,News,nyt://article/db9fd1d1-6e42-5746-a828-0dc7bd2dadfb,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-england-bou-francis.html,270
1,59f84f6c95d0e0246f2131a7,{},{'original': 'By REUTERS'},article,"{'main': ""Itoje Eager to Play in England's Autumn Internationals"", 'print_headline': ""Itoje Eager to Play in England's Autumn Internationals""}",[],[],None,,2017-10-31T10:24:34+0000,1.0,Rugby,"England lock Maro Itoje is keen to play in the autumn internationals, but will understand if coach Eddie Jones decides to rest him after being involved in the British and Irish Lions tour of New Zealand this year.",Reuters,News,nyt://article/339a3c00-9b88-55c2-a06e-c1957da1d253,https://www.nytimes.com/reuters/2017/10/31/sports/rugby/31reuters-rugby-union-eng-itoje.html,277
2,59f84f6c95d0e0246f2131a6,{},{'original': 'By REUTERS'},article,"{'main': ""Liverpool's Sturridge Keen to Make His Mark in Champions League"", 'print_headline': ""Liverpool's Sturridge Keen to Make His Mark in Champions League""}",[],[],None,,2017-10-31T10:24:32+0000,1.0,Soccer,Liverpool striker Daniel Sturridge is eager to make a big impact in the Champions League as he hopes to get his first start in the competition for the Merseyside club when they host Serbian side Maribor on Wednesday.,Reuters,News,nyt://article/64f73d6a-a562-5994-917a-c64ae342b4e2,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-england-liv-sturridge.html,281
3,59f84ebd95d0e0246f2131a4,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Pyeongchang Gets Olympic Flame Ahead of 100-Day Relay', 'print_headline': 'Pyeongchang Gets Olympic Flame Ahead of 100-Day Relay'}",[],[],None,,2017-10-31T10:21:37+0000,1.0,Olympics,"The Olympic flame was handed to organizers of the 2018 Pyeongchang Games on Tuesday, and it will now head off on a 100-day journey across South Korea before the opening ceremony on Feb. 9.",AP,News,nyt://article/f91b1c2c-e4c8-56af-a757-5f1604a5c34f,https://www.nytimes.com/aponline/2017/10/31/sports/olympics/ap-oly-pyeongchang-flame-handover.html,301
4,59f8421295d0e0246f213183,{},{'original': 'By REUTERS'},article,"{'main': ""Ranieri Not Surprised by Chelsea's Wobbly Title Defence"", 'print_headline': ""Ranieri Not Surprised by Chelsea's Wobbly Title Defence""}",[],[],None,,2017-10-31T09:27:31+0000,1.0,Soccer,"Premier League champions Chelsea's struggle to retain the title is hardly surprising as the club returned to the Champions League and their league rivals strengthened their squads, former Leicester City manager Claudio Ranieri has said.",Reuters,News,nyt://article/306d9a6f-a5e1-539f-9cc1-79fc9c22b931,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-england-che-ranieri.html,309
5,59f83b9b95d0e0246f213161,{},{'original': 'By JOE DRAPE'},article,"{'main': 'You Are Looking Live at Brent Musburger in the Casino', 'print_headline': 'You Are Looking Live at Brent Musburger in the Casino'}","[{'isMajor': 'N', 'rank': 1, 'name': 'persons', 'value': 'Musburger, Brent'}, {'isMajor': 'N', 'rank': 2, 'name': 'subject', 'value': 'Casinos'}, {'isMajor': 'N', 'rank': 3, 'name': 'subject', 'value': 'Gambling'}, {'isMajor': 'N', 'rank': 4, 'name': 'subject', 'value': 'Football'}, {'isMajor': 'N', 'rank': 5, 'name': 'organizations', 'value': 'Sirius XM Radio Inc'}, {'isMajor': 'N', 'rank': 6, 'name': 'glocations', 'value': 'Las Vegas (Nev)'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/11/01/sports/01MUSBURGERweb2/01MUSBERGERweb2-articleLarge.jpg', 'height': 400, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/11/01/sports/01MUSBURGERweb2/01MUSBERGERweb2-articleLarge.jpg', 'xlargeheight': 400}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/11/01/sports/01MUSBURGERweb2/01MUSBERGERweb2-thumbWide.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/11/01/sports/01MUSBURGERweb2/01MUSBERGERweb2-thumbWide.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/11/01/sports/01MUSBURGERweb2/01MUSBERGERweb2-thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/11/01/sports/01MUSBURGERweb2/01MUSBERGERweb2-thumbStandard.jpg', 'thumbnailwidth': 75}}]",Sports,,2017-10-31T09:00:02+0000,1.0,,The former football broadcaster is betting heavily that his family-owned streaming site will be a hit with gamblers obeying “the guys in the desert.”,The New York Times,News,nyt://article/bec21587-323c-57ae-9d51-3bc8bcfeee67,https://www.nytimes.com/2017/10/31/sports/brent-musburger-casino-gambling.html,1534
6,59f83b5b95d0e0246f21315c,{},{'original': None},multimedia,"{'main': 'Brent Musburger Throughout the Decades', 'kicker': ''}","[{'isMajor': 'N', 'rank': 1, 'name': 'subject', 'value': 'Football (College)'}, {'isMajor': 'N', 'rank': 2, 'name': 'subject', 'value': 'Television'}, {'isMajor': 'N', 'rank': 3, 'name': 'organizations', 'value': 'CBS Corporation'}, {'isMajor': 'N', 'rank': 4, 'name': 'persons', 'value': 'Musburger, Brent'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/10/31/sports/31musberger3/31musberger3-articleLarge.jpg', 'height': 390, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/10/31/sports/31musberger3/31musberger3-articleLarge.jpg', 'xlargeheight': 390}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/10/31/sports/31musberger3/31musberger3-thumbWide-v2.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/10/31/sports/31musberger3/31musberger3-thumbWide-v2.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/10/31/sports/31musberger3/31musberger3-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/10/31/sports/31musberger3/31musberger3-thumbStandard-v2.jpg', 'thumbnailwidth': 75}}]",Sports,,2017-10-31T08:59:01+0000,1.0,,A look at Musburger’s celebrated and controversial moments from his career as a sports broadcaster.,The New York Times,Interactive Feature,nyt://interactive/389ab3d1-2cca-5a1a-a737-d8cfaf28f379,https://www.nytimes.com/interactive/2017/10/31/sports/01musbergerlisty.html,0
7,59f8334b95d0e0246f21314a,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': '5 Things to Know About Pyeongchang Winter Olympics Next Year', 'print_headline': '5 Things to Know About Pyeongchang Winter Olympics Next Year'}",[],[],None,,2017-10-31T08:24:33+0000,1.0,Olympics,"South Korea's sleepy skiing destination of Pyeongchang is finally looking like a Winter Olympics host city after more than a decade of work, two failed bids, and chapters of controversy over venue locations, construction delays and costs.",AP,News,nyt://article/c9ca0ccb-2fbb-57b9-8751-a8137f47e360,https://www.nytimes.com/aponline/2017/10/31/sports/olympics/ap-oly-pyeongchang-winter-olympics-5-things.html,848
8,59f828c195d0e0246f213134,{},{'original': 'By REUTERS'},article,"{'main': 'Soccer: Australia FA Postpones Meeting as FIFA Intervention Looms', 'print_headline': 'Soccer: Australia FA Postpones Meeting as FIFA Intervention Looms'}",[],[],None,,2017-10-31T07:39:27+0000,1.0,Soccer,"Australia's embattled football association has postponed an emergency general meeting it had hoped would end a bitter power-struggle between clubs and administrators, and stave off the threat of a FIFA takeover of the domestic game.",Reuters,News,nyt://article/a392fad4-50b8-57f6-a5ab-d31cc1ab5b55,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-australia-governance.html,305
9,59f8275695d0e0246f213131,{},{'original': 'By REUTERS'},article,"{'main': 'British Government Suggests Sharp Cut on Amount Gamblers Can Bet Through Machines', 'print_headline': 'British Government Suggests Sharp Cut on Amount Gamblers Can Bet Through Machines'}",[],[],None,,2017-10-31T07:33:30+0000,1.0,,"The maximum stake allowed on gambling machines found in British betting shops could be cut from 100 pounds to as little as 2 pounds, the government said on Tuesday, dealing a blow to bookmakers. ",Reuters,News,nyt://article/f96f182f-f1b4-593e-8c0b-e2703b1a2abe,https://www.nytimes.com/reuters/2017/10/31/sports/31reuters-britain-gambling-regulations.html,103
0,59f81ede95d0e0246f213112,{},{'original': 'By REUTERS'},article,"{'main': 'Settled Morata Ready to Commit Long-Term Future to Chelsea', 'print_headline': 'Settled Morata Ready to Commit Long-Term Future to Chelsea'}",[],[],None,,2017-10-31T06:57:27+0000,1.0,Soccer,"Striker Alvaro Morata is happy at Chelsea and would be willing to sign a 10-year contract with the Premier League champions, the Spaniard said ahead of Tuesday's Champions League clash at AS Roma.",Reuters,News,nyt://article/a5ce440c-cfea-5ef3-a2ef-b361246e8697,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-england-che-morata.html,274
1,59f81c1295d0e0246f21310e,{},{'original': 'By REUTERS'},article,"{'main': 'Hong Kong to Host 2022 Gay Games as LGBT Acceptance Grows in Parts of Asia', 'print_headline': 'Hong Kong to Host 2022 Gay Games as LGBT Acceptance Grows in Parts of Asia'}",[],[],None,,2017-10-31T06:45:28+0000,1.0,,"Hong Kong will host the 2022 Gay Games, fighting off bids from cities in the United States and Mexico to become the first Asian city to stage the sports and cultural event.",Reuters,News,nyt://article/244b4b71-871a-5f59-86f4-96b683f7a59b,https://www.nytimes.com/reuters/2017/10/31/sports/31reuters-gaygames-2022.html,573
2,59f81a0f95d0e0246f21310c,{},{'original': 'By REUTERS'},article,"{'main': ""'Happy' Gray Ready to Sign New Leicester Deal"", 'print_headline': ""'Happy' Gray Ready to Sign New Leicester Deal""}",[],[],None,,2017-10-31T06:36:35+0000,1.0,Soccer,Winger Demarai Gray is content at Leicester City and says he is ready to commit his future to the Premier League club by signing a new contract.,Reuters,News,nyt://article/c21718e7-ccee-5505-93e7-413597211888,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-england-lei-gray.html,235
3,59f8167195d0e0246f213108,{},{'original': 'By REUTERS'},article,"{'main': 'Tottenham Hand Life Bans to Urine-Throwing Fans', 'print_headline': 'Tottenham Hand Life Bans to Urine-Throwing Fans'}",[],[],None,,2017-10-31T06:21:30+0000,1.0,Soccer,Tottenham Hotspur have issued life bans to two supporters who threw urine at away fans during last Wednesday's 3-2 defeat by West Ham United in the League Cup at Wembley.,Reuters,News,nyt://article/46f0c038-bc79-5a0c-a7b7-26a29dbfc25c,https://www.nytimes.com/reuters/2017/10/31/sports/soccer/31reuters-soccer-england-tot.html,131
4,59f8146c95d0e0246f213103,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': ""Warriors Blow Past Clippers, 141-113, by Curry's 31 Points"", 'print_headline': ""Warriors Blow Past Clippers, 141-113, by Curry's 31 Points""}",[],[],None,,2017-10-31T06:12:44+0000,1.0,Pro Basketball,Stephen Curry and the Golden State Warriors had looked a tad vulnerable to start the new season.,AP,News,nyt://article/0e2ef2ba-a01e-5c41-8b57-c0e4ee82c0f9,https://www.nytimes.com/aponline/2017/10/31/sports/basketball/ap-bkn-warriors-clippers.html,605
5,59f813b795d0e0246f213100,{},{'original': 'By REUTERS'},article,"{'main': ""Highlights of Monday's NHL Games"", 'print_headline': ""Highlights of Monday's NHL Games""}",[],[],None,,2017-10-31T06:09:33+0000,1.0,Hockey,Highlights of National Hockey League games on Monday:,Reuters,News,nyt://article/0b029173-b996-548b-afb7-4298f88dd1c3,https://www.nytimes.com/reuters/2017/10/31/sports/hockey/31reuters-icehockey-nhl-highlights.html,853
6,59f8118795d0e0246f2130fb,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': ""Butker's 5 FGs Instrumental in Chiefs' Win Over Denver"", 'print_headline': ""Butker's 5 FGs Instrumental in Chiefs' Win Over Denver""}",[],[],None,,2017-10-31T06:00:30+0000,1.0,Pro Football,"Harrison Butker's five field goals were instrumental to the Kansas City Chiefs' 29-19 victory over the Denver Broncos, especially the way the rest of their offense was faltering.",AP,News,nyt://article/7e5c4e58-2d2a-5309-a260-d5bf673e94cc,https://www.nytimes.com/aponline/2017/10/31/sports/football/ap-fbn-broncos-chiefs-folo.html,768
7,59f810e695d0e0246f2130f9,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'AP All-America Watch: Mason Rudolph Can Get Lost in Chatter', 'print_headline': 'AP All-America Watch: Mason Rudolph Can Get Lost in Chatter'}",[],[],None,,2017-10-31T05:57:46+0000,1.0,College Football,"The Associated Press has been honoring college football's best with an All-America team since 1925. This season, the AP released its first preseason All-America team and last week a midseason team. The full three-team All-America selections are un...",AP,News,nyt://article/0631bb36-39d1-5c00-8103-1e1092f24734,https://www.nytimes.com/aponline/2017/10/31/sports/ncaafootball/ap-fbc-t25-ap-all-america-watch.html,733
8,59f80f6695d0e0246f2130f6,{},{'original': 'By REUTERS'},article,"{'main': ""Highlights of Monday's NBA Games"", 'print_headline': ""Highlights of Monday's NBA Games""}",[],[],None,,2017-10-31T05:51:27+0000,1.0,Pro Basketball,Highlights from National Basketball Association games on Monday:,Reuters,News,nyt://article/867c41b7-8e35-5d2c-94ac-668992fe3f1b,https://www.nytimes.com/reuters/2017/10/31/sports/basketball/31reuters-basketball-nba-highlights.html,817
9,59f80a8e95d0e0246f2130f0,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': ""Sharks Spoil Marleau's Return With 3-2 Win Over Maple Leafs"", 'print_headline': ""Sharks Spoil Marleau's Return With 3-2 Win Over Maple Leafs""}",[],[],None,,2017-10-31T05:30:42+0000,1.0,Hockey,Rookie defenseman Tim Heed stole the show from Patrick Marleau in his return to San Jose.,AP,News,nyt://article/7e780f5d-aff5-5c90-b21c-aedfa04d7152,https://www.nytimes.com/aponline/2017/10/31/sports/hockey/ap-hkn-maple-leafs-sharks.html,672
