,_id,blog,byline,document_type,headline,keywords,multimedia,new_desk,print_page,pub_date,score,section_name,snippet,source,type_of_material,uri,web_url,word_count
0,59f886f595d0e0246f213238,{},{'original': 'By REUTERS'},article,"{'main': ""Iran Seen as Winner After Iraq's Kurds Lose Referendum Gamble"", 'print_headline': ""Iran Seen as Winner After Iraq's Kurds Lose Referendum Gamble""}",[],[],None,,2017-10-31T14:21:28+0000,1.0,Middle East,"There are no winners among Iraq's Kurds, just weeks after Kurdish president Masoud Barzani gambled away his people's autonomy in a defiant independence referendum.",Reuters,News,nyt://article/255e3280-feb4-5d1a-a65c-321a270b0d4e,https://www.nytimes.com/reuters/2017/10/31/world/middleeast/31reuters-mideast-crisis-iraq-kurds-politics.html,1168
1,59f8868595d0e0246f213237,{},{'original': 'By ISABEL KERSHNER'},article,"{'main': 'Is the End of Israeli Democracy Nigh? Israelis Debate Its Future.', 'kicker': 'Jerusalem Memo', 'print_headline': 'Is the End of Israeli Democracy Nigh? Israelis Debate Its Future.'}","[{'isMajor': 'N', 'rank': 1, 'name': 'glocations', 'value': 'Israel'}, {'isMajor': 'N', 'rank': 2, 'name': 'organizations', 'value': 'Likud Party (Israel)'}, {'isMajor': 'N', 'rank': 3, 'name': 'persons', 'value': 'Netanyahu, Benjamin'}, {'isMajor': 'N', 'rank': 4, 'name': 'persons', 'value': 'Rivlin, Reuven'}, {'isMajor': 'N', 'rank': 5, 'name': 'subject', 'value': 'Politics and Government'}, {'isMajor': 'N', 'rank': 6, 'name': 'subject', 'value': 'Zionism'}, {'isMajor': 'N', 'rank': 7, 'name': 'subject', 'value': 'Legislatures and Parliaments'}, {'isMajor': 'N', 'rank': 8, 'name': 'subject', 'value': 'Democracy (Theory and Philosophy)'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/11/01/world/01israel-1/01israel-1-articleLarge.jpg', 'height': 398, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/11/01/world/01israel-1/01israel-1-articleLarge.jpg', 'xlargeheight': 398}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/11/01/world/01israel-1/01israel-1-thumbWide.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/11/01/world/01israel-1/01israel-1-thumbWide.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/11/01/world/01israel-1/01israel-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/11/01/world/01israel-1/01israel-1-thumbStandard.jpg', 'thumbnailwidth': 75}}]",Foreign,,2017-10-31T14:19:38+0000,1.0,Middle East,Warnings that Israel’s right-wing government threatens the country’s democracy are coming from the right-wing establishment itself.,The New York Times,News,nyt://article/b6a0a669-3b2c-5a9d-9c64-765c22d7c82e,https://www.nytimes.com/2017/10/31/world/middleeast/israel-rivlin-netanyahu-democracy.html,1284
2,59f8842e95d0e0246f213233,{},{'original': 'By REUTERS'},article,"{'main': 'Belgium PM Says Did Not Invite Ousted Catalan Leader to Brussels', 'print_headline': 'Belgium PM Says Did Not Invite Ousted Catalan Leader to Brussels'}",[],[],None,,2017-10-31T14:09:43+0000,1.0,Europe,"Carles Puigdemont, the Catalan president ousted by Spain, did not come to Belgium on invitation of the country's government, Belgian Prime Minister Charles Michel said on Tuesday, adding that he would be treated as any other EU citizens.",Reuters,News,nyt://article/6d51f1ae-8709-5311-9372-927423e75f20,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-spain-politics-catalonia-michel.html,132
3,59f8837f95d0e0246f21322f,{},{'original': 'By REUTERS'},article,"{'main': 'New Cyprus Talks Must Offer Clarity to Turk Cypriots, Official Says', 'print_headline': 'New Cyprus Talks Must Offer Clarity to Turk Cypriots, Official Says'}",[],[],None,,2017-10-31T14:06:27+0000,1.0,Europe,"Talks on the reunification of Cyprus should resume only if the ""political status"" of Turkish Cypriots is addressed should the new talks fail, a senior Turkish Cypriot official said.",Reuters,News,nyt://article/6a1eb137-07b9-53d7-82ef-0afd3f864371,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-cyprus-talks-negotiator.html,605
4,59f882ba95d0e0246f21322d,{},{'original': 'By REUTERS'},article,"{'main': 'Support for an Independent Catalonia Rises to Three-Year High: Poll', 'print_headline': 'Support for an Independent Catalonia Rises to Three-Year High: Poll'}",[],[],None,,2017-10-31T14:03:29+0000,1.0,Europe,Support for the creation of an independent state of Catalonia rose to an almost 3-year high in October according to an official regional survey published on Tuesday. ,Reuters,News,nyt://article/2cf37366-173f-5323-bd47-6694096ad3b8,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-spain-politics-catalonia-survey.html,83
5,59f8821695d0e0246f21322b,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Egypt Says Airstrikes Kill Militants, Destroy Vehicles', 'print_headline': 'Egypt Says Airstrikes Kill Militants, Destroy Vehicles'}",[],[],None,,2017-10-31T14:00:49+0000,1.0,Middle East,"Egypt's military destroyed three vehicles loaded with weapons, ammunition and explosives, and killed a ""large number"" of militants in the western desert, a military spokesman said Tuesday.",AP,News,nyt://article/8b393ee7-9d6a-5695-948c-c18c3f6a1a7c,https://www.nytimes.com/aponline/2017/10/31/world/middleeast/ap-ml-egypt.html,413
6,59f87ffc95d0e0246f213223,{},{'original': 'By REUTERS'},article,"{'main': 'Shelling Hits Besieged Syrian Ghouta School Gate After Aid Delivery', 'print_headline': 'Shelling Hits Besieged Syrian Ghouta School Gate After Aid Delivery'}",[],[],None,,2017-10-31T13:51:32+0000,1.0,Middle East,"Shelling killed around ten people, including five children at a school gate, in a besieged rebel enclave near Syria's capital Damascus on Tuesday, a day after a U.N. aid delivery to the area, a war monitor said.",Reuters,News,nyt://article/96e65154-d30a-51d1-8733-99499d51d421,https://www.nytimes.com/reuters/2017/10/31/world/middleeast/31reuters-mideast-crisis-syria-ghouta.html,274
7,59f87ee595d0e0246f21321f,{},{'original': 'By RAPHAEL MINDER'},article,"{'main': 'Ex-Leader of Catalonia, Carles Puigdemont, Isn’t Seeking Asylum in Belgium', 'print_headline': ''}","[{'isMajor': 'N', 'rank': 1, 'name': 'subject', 'value': 'Secession and Independence Movements'}, {'isMajor': 'N', 'rank': 2, 'name': 'persons', 'value': 'Puigdemont, Carles (1962- )'}, {'isMajor': 'N', 'rank': 3, 'name': 'glocations', 'value': 'Belgium'}, {'isMajor': 'N', 'rank': 4, 'name': 'glocations', 'value': 'Catalonia (Spain)'}, {'isMajor': 'N', 'rank': 5, 'name': 'glocations', 'value': 'Spain'}, {'isMajor': 'N', 'rank': 6, 'name': 'subject', 'value': 'Politics and Government'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/11/01/world/01catalonia3/01catalonia3-articleLarge.jpg', 'height': 400, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/11/01/world/01catalonia3/01catalonia3-articleLarge.jpg', 'xlargeheight': 400}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/11/01/world/01catalonia3/01catalonia3-thumbWide.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/11/01/world/01catalonia3/01catalonia3-thumbWide.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/11/01/world/01catalonia3/01catalonia3-thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/11/01/world/01catalonia3/01catalonia3-thumbStandard.jpg', 'thumbnailwidth': 75}}]",Foreign,,2017-10-31T13:47:01+0000,1.0,Europe,Carles Puigdemont said he had traveled to Belgium to put the territorial conflict “in the institutional heart of Europe.”,The New York Times,News,nyt://article/8dc84056-5f6a-5c3a-9c13-9f7ae8094407,https://www.nytimes.com/2017/10/31/world/europe/puigdemont-catalonia-belgium-spain.html,1114
8,59f87d1c95d0e0246f21321b,{},{'original': 'By REUTERS'},article,"{'main': ""Kenya Opposition Leader Proposes 'People's Assembly'"", 'print_headline': ""Kenya Opposition Leader Proposes 'People's Assembly'""}",[],[],None,,2017-10-31T13:39:31+0000,1.0,Africa,"Kenya opposition leader Raila Odinga said on Tuesday he would use pickets and petitions to protest last week's presidential poll and convene a ""People's Assembly"" to try to improve governance but made no mention of challenging the result.",Reuters,News,nyt://article/f9798b06-9a6c-596b-9ae3-074632edb4cd,https://www.nytimes.com/reuters/2017/10/31/world/africa/31reuters-kenya-election-odinga.html,78
9,59f87b1c95d0e0246f213219,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': ""Royal Jordanian Turning a Profit After 'Years of Losses'"", 'print_headline': ""Royal Jordanian Turning a Profit After 'Years of Losses'""}",[],[],None,,2017-10-31T13:30:58+0000,1.0,Middle East,"Royal Jordanian turned a net profit in the first nine months of this year, after ""many years of losses,"" its new CEO said Tuesday, as he presented a multi-year plan to turn the national carrier into the No. 1 airline in the Levant.",AP,News,nyt://article/07e2955e-a2fa-5d5a-99c7-fb92b32cdb38,https://www.nytimes.com/aponline/2017/10/31/world/middleeast/ap-ml-jordan-royal-jordanian.html,482
0,59f871e395d0e0246f2131fc,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Greece Finally Growing, but Taxes Crushing New Businesses', 'print_headline': 'Greece Finally Growing, but Taxes Crushing New Businesses'}",[],[],None,,2017-10-31T12:51:36+0000,1.0,Europe,"If Greek business needed a role model, Stathis Stasinopoulos would make an ideal candidate.",AP,News,nyt://article/49550f07-4bda-5bcc-8777-af404c599c17,https://www.nytimes.com/aponline/2017/10/31/world/europe/ap-eu-greece-painful-recovery.html,879
1,59f871dd95d0e0246f2131fb,{},{'original': 'By REUTERS'},article,"{'main': 'Britain Accelerates Brexit Plans, Talks Also to Speed Up', 'print_headline': 'Britain Accelerates Brexit Plans, Talks Also to Speed Up'}",[],[],None,,2017-10-31T12:51:28+0000,1.0,Europe,"Britain is accelerating preparations for ""all eventualities"" when it leaves the European Union, but both sides are hopeful that an agreement on stepping up talks to unravel more than 40 years of partnership will be sealed soon.",Reuters,News,nyt://article/cb2f1bac-bb42-5300-8626-70513b019316,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-britain-eu-cabinet.html,683
2,59f8713295d0e0246f2131f8,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Strong Quake Hits Eastern Indonesia; Minor Damage Reported', 'print_headline': 'Strong Quake Hits Eastern Indonesia; Minor Damage Reported'}",[],[],None,,2017-10-31T12:48:39+0000,1.0,Asia Pacific,"A strong undersea earthquake struck the eastern Indonesian province of Maluku on Tuesday, causing panic among residents but not triggering a tsunami. Only minor damage was reported.",AP,News,nyt://article/1f31a00a-0d7d-5b59-9ebe-a90d27049254,https://www.nytimes.com/aponline/2017/10/31/world/asia/ap-as-indonesia-earthquakes.html,234
3,59f8707695d0e0246f2131f6,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Suicide Bomber Kills 5 Near US Embassy in Afghanistan', 'print_headline': 'Suicide Bomber Kills 5 Near US Embassy in Afghanistan'}",[],[],None,,2017-10-31T12:45:37+0000,1.0,Asia Pacific,"A suicide bomber struck near the U.S. Embassy in Afghanistan's capital on Tuesday, killing five people in an attack claimed by the Islamic State group.",AP,News,nyt://article/c8fa8be9-c965-5805-a985-dc7399671c46,https://www.nytimes.com/aponline/2017/10/31/world/asia/ap-as-afghanistan.html,226
4,59f86e5895d0e0246f2131f2,{},{'original': 'By REUTERS'},article,"{'main': 'Russia, Commenting on Manafort Charges, Says U.S. Should Further Investigate Ukrainian Links: RIA', 'print_headline': 'Russia, Commenting on Manafort Charges, Says U.S. Should Further Investigate Ukrainian Links: RIA'}",[],[],None,,2017-10-31T12:36:34+0000,1.0,Europe,"After U.S. charges against President Donald Trump's former campaign manager Paul Manafort, Washington should investigate ""the Ukrainian trace"", the RIA news agency cited Russian Foreign Minister Sergei Lavrov as saying on Tuesday.",Reuters,News,nyt://article/46c5e193-9c6d-5b97-8bb8-852496860be5,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-usa-trump-russia-ukraine.html,106
5,59f86cf195d0e0246f2131f1,{},{'original': 'By REUTERS'},article,"{'main': 'Sacked Catalan Leader Puigdemont Says Accepts Snap Election, Not Seeking Asylum', 'print_headline': 'Sacked Catalan Leader Puigdemont Says Accepts Snap Election, Not Seeking Asylum'}",[],[],None,,2017-10-31T12:30:28+0000,1.0,Europe,Sacked Catalan leader Carles Puigdemont on Tuesday said he accepted the snap elections called by Spain's central government in Catalonia and he was not seeking asylum in Belgium at a press conference given in Brussels.,Reuters,News,nyt://article/70dfb6e3-20f6-5e07-8735-e372c1435bab,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-spain-politics-catalonia-puigdemont.html,100
6,59f86c3f95d0e0246f2131ef,{},{'original': 'By REUTERS'},article,"{'main': 'Sri Lanka Says Keen for Early Conclusion of China Trade Deal', 'print_headline': 'Sri Lanka Says Keen for Early Conclusion of China Trade Deal'}",[],[],None,,2017-10-31T12:27:32+0000,1.0,Asia Pacific,"Sri Lanka is keen to reach agreement soon on a free trade deal with China, its foreign minister said on Tuesday, describing Beijing as a close friend and ally, despite strong local opposition to some major Chinese-invested schemes.",Reuters,News,nyt://article/2c765c7a-4b78-516e-bde9-65084ccd8be9,https://www.nytimes.com/reuters/2017/10/31/world/asia/31reuters-china-sri-lanka.html,353
7,59f86b9395d0e0246f2131ee,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': ""Germany Marks 500th Anniversary of Church's Reformation"", 'print_headline': ""Germany Marks 500th Anniversary of Church's Reformation""}",[],[],None,,2017-10-31T12:24:45+0000,1.0,Europe,"German leaders on Tuesday marked the 500th anniversary since the day Martin Luther is said to have nailed his theses challenging the Catholic Church to a church door, a starting point of the Reformation.",AP,News,nyt://article/ace9b5b2-0819-5e73-9d23-7afb215ae804,https://www.nytimes.com/aponline/2017/10/31/world/europe/ap-eu-germany-reformation-anniversary.html,144
8,59f868b795d0e0246f2131e7,{},{'original': 'By REUTERS'},article,"{'main': 'U.S. Trade Panel Recommends Varying Solar Panel Import Restrictions', 'print_headline': 'U.S. Trade Panel Recommends Varying Solar Panel Import Restrictions'}",[],[],None,,2017-10-31T12:12:32+0000,1.0,Europe,"Members of the U.S. International Trade Commission on Tuesday made three different recommendations for restricting solar panel  imports on Tuesday, giving U.S. President Donald Trump a range of choices to address injury to domestic producers.",Reuters,News,nyt://article/eb69cd3d-26a4-553e-b216-a6b3ea0c35ba,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-usa-trade-solar.html,294
9,59f867ff95d0e0246f2131e5,{},{'original': 'By REUTERS'},article,"{'main': 'Blast in Afghan Capital Causes Numerous Casualties', 'print_headline': 'Blast in Afghan Capital Causes Numerous Casualties'}",[],[],None,,2017-10-31T12:09:28+0000,1.0,Asia Pacific,"A blast in the Afghan capital Kabul on Tuesday caused numerous casualties, Reuters witnesses and Afghan officials said.",Reuters,News,nyt://article/d685102b-ebd5-528f-9707-45b06f5bfff5,https://www.nytimes.com/reuters/2017/10/31/world/asia/31reuters-afghanistan-blast-casualties.html,78
0,59f866a395d0e0246f2131db,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': ""Journalist Prosecuted for 'Vatileaks' Scandal Pens New Book"", 'print_headline': ""Journalist Prosecuted for 'Vatileaks' Scandal Pens New Book""}",[],[],None,,2017-10-31T12:03:32+0000,1.0,Europe,"An Italian journalist who was put on trial by the Vatican for divulging confidential documents is coming out with a new book promising to reveal fresh secrets about sex, crimes and money in the Holy See.",AP,News,nyt://article/3f03a785-2b83-576a-a1c8-6b9cc2669dee,https://www.nytimes.com/aponline/2017/10/31/world/europe/ap-eu-rel-vatican-leaks.html,207
1,59f866ac95d0e0246f2131dc,{},{'original': 'By REUTERS'},article,"{'main': ""Spain's Constitutional Court Cancels Catalonia Declaration of Independence"", 'print_headline': ""Spain's Constitutional Court Cancels Catalonia Declaration of Independence""}",[],[],None,,2017-10-31T12:03:32+0000,1.0,Europe,"Spain's Constitutional Court has blocked Catalonia's declaration of independence made by the regional parliament on Friday, a court spokeswoman said on Tuesday. ",Reuters,News,nyt://article/19d64c09-9647-5512-9f2c-f315f8fe5ab9,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-spain-politics-catalonia-constitutionalcourt.html,65
2,59f8653995d0e0246f2131d9,{},{'original': 'By REUTERS'},article,"{'main': ""In Russia Probe, Mueller's First Charges a Show of Force"", 'print_headline': ""In Russia Probe, Mueller's First Charges a Show of Force""}",[],[],None,,2017-10-31T11:57:38+0000,1.0,Europe,"President Donald Trump brushed off the first indictments in the probe of his campaign&#8217;s ties to Russian election meddling, but the charges sent a clear signal to the White House and other Trump associates: Robert Mueller means business.",Reuters,News,nyt://article/e704010e-27db-54dc-92e4-6833e85c3e15,https://www.nytimes.com/reuters/2017/10/31/world/europe/31reuters-usa-trump-russia-mueller-analysis.html,749
3,59f8626c95d0e0246f2131d6,{},{'original': 'By REUTERS'},article,"{'main': 'Blast Hits Afghan Capital Kabul, Numerous Casualties', 'print_headline': 'Blast Hits Afghan Capital Kabul, Numerous Casualties'}",[],[],None,,2017-10-31T11:45:28+0000,1.0,Asia Pacific,"A suicide bomber in the Afghan capital Kabul killed as many as eight people and wounded many others, most of whom appeared to be workers leaving their offices at the start of the evening rush hour, witnesses and officials said on Tuesday.",Reuters,News,nyt://article/3cae8a43-c81e-5f07-921d-af56d9f8a0f3,https://www.nytimes.com/reuters/2017/10/31/world/asia/31reuters-afghanistan-blast.html,449
4,59f8610e95d0e0246f2131d3,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'The Latest: EU Vote Observers Say Kenya Damaged by Turmoil', 'print_headline': 'The Latest: EU Vote Observers Say Kenya Damaged by Turmoil'}",[],[],None,,2017-10-31T11:39:46+0000,1.0,Africa,The Latest on Kenya's repeat election (all times local):,AP,News,nyt://article/76650528-f932-5f22-97db-51aae104bcbb,https://www.nytimes.com/aponline/2017/10/31/world/africa/ap-af-kenya-elections-the-latest.html,622
5,59f85fa095d0e0246f2131cf,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Belarus Opposition Leader Statkevich Detained', 'print_headline': 'Belarus Opposition Leader Statkevich Detained'}",[],[],None,,2017-10-31T11:33:38+0000,1.0,Europe,The wife of a leading opposition figure in Belarus says her husband has been detained by the police.,AP,News,nyt://article/cfdabca6-3ef8-587d-aedb-bb40591350a0,https://www.nytimes.com/aponline/2017/10/31/world/europe/ap-eu-belarus-opposition.html,133
6,59f85d7c95d0e0246f2131c8,{},{'original': 'By REUTERS'},article,"{'main': 'Man Seized Over Benghazi Attack Is Syrian Linked to Suspected Ringleader: Libyan Officials', 'print_headline': 'Man Seized Over Benghazi Attack Is Syrian Linked to Suspected Ringleader: Libyan Officials'}",[],[],None,,2017-10-31T11:24:31+0000,1.0,Africa,"A man seized by U.S. forces in Libya accused of involvement in an attack that killed the U.S. Ambassador in Benghazi in 2012 is a Syrian who had links to the suspected ringleader, Libyan military officials said on Tuesday.",Reuters,News,nyt://article/39451ee2-c65e-5362-9177-618509cdb14b,https://www.nytimes.com/reuters/2017/10/31/world/africa/31reuters-libya-security-usa.html,392
7,59f85b6995d0e0246f2131c3,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Libyans Accuse Egypt of Bombing Civilians in Eastern City', 'print_headline': 'Libyans Accuse Egypt of Bombing Civilians in Eastern City'}",[],[],None,,2017-10-31T11:15:44+0000,1.0,Middle East,"Libyan lawmakers and forces controlling an eastern city on Tuesday accused Egypt's air force of conducting airstrikes that killed a dozen civilians, including an entire family.",AP,News,nyt://article/490f2fa8-c64b-5702-a5c7-a9aacb394a04,https://www.nytimes.com/aponline/2017/10/31/world/middleeast/ap-ml-libya.html,472
